1 2 505984 0.000000 0.000000
2 2 515968 0.000000 0.000000
3 2 535936 0.000000 0.000000
4 2 545920 0.000000 0.000000
5 2 555904 0.001826 -0.003272
6 2 565888 0.001820 -0.007013
7 2 585856 0.001820 -0.007013
8 2 595840 0.001820 -0.007013
9 2 605824 0.004987 -0.001482
10 2 625792 0.077337 0.006653
11 2 635776 0.252824 0.044998
12 2 645760 0.615100 0.087656
13 2 655744 1.233546 0.112085
14 2 675712 2.146926 0.134138
15 2 685696 3.373387 0.163009
16 2 695680 4.907177 0.110989
17 2 705664 6.721994 0.081210
18 2 725632 8.892501 0.052500
19 2 735616 11.319446 0.018746
20 2 745600 14.119339 -0.007712
21 2 765568 17.216480 0.014363
22 2 775552 20.569849 0.001233
23 2 785536 24.466923 -0.135353
24 2 795520 28.648239 -0.175412
25 2 815488 33.159924 -0.095036
26 2 825472 37.856964 -0.081921
27 2 835456 42.641438 -0.165544
28 2 855424 47.800663 -0.119055
29 2 865408 52.988213 -0.035804
30 2 875392 58.387337 -0.080229
31 2 885376 63.737267 -0.154781
32 2 905344 69.254005 -0.055421
33 2 915328 74.767845 0.046500
34 2 925312 80.194450 -0.017934
35 2 945280 85.728401 -0.092750
36 2 955264 91.252029 -0.029908
37 2 965248 96.772011 -0.019572
38 2 975232 102.298710 -0.024216
39 2 995200 107.512010 0.010583
40 3 5184 112.850980 0.019896
41 3 15168 118.044610 -0.084956
42 3 35136 123.351940 -0.043840
43 3 45120 128.574130 0.097833
44 3 55104 133.667940 0.101653
45 3 65088 138.926540 0.055050
46 3 85056 143.914490 0.137135
47 3 95040 149.004880 0.238102
48 3 105024 154.079070 0.204311
49 3 124992 159.016830 0.179711
50 3 134976 163.938220 0.285724
51 3 144960 168.828780 0.402130
52 3 154944 173.886080 0.338373
53 3 174912 178.950290 0.239768
54 3 184896 183.732030 0.321423
55 3 194880 188.584170 0.434140
56 3 204864 193.508180 0.346566
57 3 224832 198.429810 0.314703
58 3 234816 203.249130 0.435563
59 3 244800 208.090910 0.528622
60 3 264768 213.176120 0.461785
61 3 274752 218.156390 0.373476
62 3 284736 223.097140 0.456059
63 3 294720 227.842670 0.514593
64 3 314688 232.553450 0.450774
65 3 324672 237.260860 0.454485
66 3 334656 242.272290 0.592757
67 3 354624 247.382510 0.610854
68 3 364608 252.500700 0.545361
69 3 374592 257.617550 0.525511
70 3 384576 262.529270 0.578436
71 3 404544 267.229000 0.502680
72 3 414528 271.301210 0.485476
73 3 424512 276.173070 0.533445
74 3 444480 281.214320 0.549126
75 3 454464 286.398500 0.454788
76 3 464448 291.566960 0.332564
77 3 474432 296.687010 0.327840
78 3 494400 301.571170 0.312950
79 3 504384 306.769410 0.232147
80 3 514368 312.073060 0.249228
81 3 534336 317.182340 0.334131
82 3 544320 322.346100 0.341916
83 3 554304 327.539120 0.243490
84 3 564288 332.690090 0.222242
85 3 584256 337.746190 0.369813
86 3 594240 342.723390 0.389472
87 3 604224 347.870850 0.340797
88 3 624192 352.840520 0.431816
89 3 634176 357.909790 0.586310
90 3 644160 363.032590 0.526533
91 3 654144 368.002690 0.446343
92 3 674112 372.993320 0.539687
93 3 684096 377.741180 0.594595
94 3 694080 382.369960 0.568031
95 3 704064 387.169070 0.563663
96 3 724032 392.369720 0.706623
97 3 734016 397.498870 0.740612
98 3 744000 402.529600 0.648606
99 3 763968 407.556240 0.624139
100 3 773952 412.459440 0.705345
101 3 783936 417.354160 0.764684
102 3 793920 420.993410 0.769730
103 3 813888 425.414830 0.797692
104 3 823872 430.586610 0.898493
105 3 833856 435.663120 0.793807
106 3 853824 440.780910 0.655394
107 3 863808 445.893190 0.664460
108 3 873792 450.423190 0.764777
109 3 883776 454.111110 0.725345
110 3 903744 457.570830 0.672896
111 3 913728 460.978910 0.664962
112 3 923712 465.421970 0.606865
